time=3.360672638,thread=0,resp_time=13.918306571428571,throughput=32.64640834060994,queue_time=4.902632673469388,queue_size=32,calculating=0.7408054285714285,waiting=8.006739418367347,mainthread=0.2681290510204082,gets=0,sets=98
time=3.364219251,thread=1,resp_time=13.571392545454545,throughput=36.64392772925605,queue_time=4.841962618181818,queue_size=32,calculating=0.5057625272727273,waiting=8.020567263636364,mainthread=0.20310013636363636,gets=0,sets=110
time=3.364386357,thread=2,resp_time=12.255060848214285,throughput=37.310180960697075,queue_time=4.0062418214285715,queue_size=32,calculating=0.3498603571428572,waiting=7.691490410714286,mainthread=0.20746825892857143,gets=0,sets=112
time=3.364558662,thread=3,resp_time=11.98638592481203,throughput=44.30583989082777,queue_time=4.734681105263157,queue_size=32,calculating=0.3845921278195489,waiting=6.716418360902256,mainthread=0.15069433082706765,gets=0,sets=133
time=3.364697367,thread=4,resp_time=13.962364898989899,throughput=32.97953495633045,queue_time=4.896691393939394,queue_size=32,calculating=0.32904283838383835,waiting=8.583871222222221,mainthread=0.15275944444444445,gets=0,sets=99
time=3.369607424,thread=5,resp_time=13.63637610810811,throughput=36.977054344976565,queue_time=4.356454081081081,queue_size=8,calculating=0.5624901711711712,waiting=8.576556135135135,mainthread=0.14087572072072072,gets=0,sets=111
time=3.369766029,thread=6,resp_time=12.710491378378379,throughput=36.977054344976565,queue_time=5.094093207207208,queue_size=7,calculating=0.76752009009009,waiting=6.791644846846847,mainthread=0.05723323423423423,gets=0,sets=111
time=3.369945935,thread=7,resp_time=14.278815316831684,throughput=33.645788187771466,queue_time=4.619753148514852,queue_size=6,calculating=0.5128074851485148,waiting=8.891486158415841,mainthread=0.25476852475247524,gets=0,sets=101
time=3.370146441,thread=8,resp_time=12.983082078947369,throughput=37.97643419213809,queue_time=4.461362429824562,queue_size=5,calculating=0.32698849122807017,waiting=8.06997547368421,mainthread=0.12475568421052632,gets=0,sets=114
time=3.370318447,thread=9,resp_time=12.485695344537815,throughput=39.64206727074064,queue_time=4.629754369747899,queue_size=1,calculating=0.5496520756302521,waiting=7.131471512605042,mainthread=0.17481738655462187,gets=0,sets=119
time=3.370477352,thread=10,resp_time=11.907728117647059,throughput=39.64206727074064,queue_time=4.027081277310924,queue_size=0,calculating=0.3567761680672269,waiting=7.391590789915967,mainthread=0.13227988235294116,gets=0,sets=119
time=3.37072856,thread=11,resp_time=14.119561214953272,throughput=35.64454788209452,queue_time=5.068909327102804,queue_size=1,calculating=0.7310477102803739,waiting=8.232238775700933,mainthread=0.08736540186915887,gets=0,sets=107
time=3.370881165,thread=12,resp_time=13.343071714285715,throughput=37.310180960697075,queue_time=4.788158071428572,queue_size=0,calculating=0.6210520535714286,waiting=7.809711142857143,mainthread=0.12415044642857144,gets=0,sets=112
time=3.371106372,thread=13,resp_time=13.915337745283018,throughput=35.31142126637401,queue_time=5.048585481132076,queue_size=0,calculating=0.33705703773584905,waiting=8.37497508490566,mainthread=0.15472014150943397,gets=0,sets=106
time=3.371247877,thread=14,resp_time=12.543956722772277,throughput=33.645788187771466,queue_time=4.2038160297029705,queue_size=1,calculating=0.3351998316831683,waiting=7.875101,mainthread=0.12983986138613862,gets=0,sets=101
time=3.371390881,thread=15,resp_time=15.129682323809524,throughput=34.9782946506535,queue_time=5.653235580952381,queue_size=0,calculating=0.44406377142857145,waiting=8.890031771428571,mainthread=0.1423512,gets=0,sets=105
time=3.371540686,thread=16,resp_time=13.60652870338983,throughput=39.30894065502013,queue_time=4.450630033898305,queue_size=0,calculating=0.43189775423728816,waiting=8.333867279661016,mainthread=0.39013363559322034,gets=0,sets=118
time=3.371729792,thread=17,resp_time=12.34335468907563,throughput=39.64206727074064,queue_time=4.172383386554622,queue_size=0,calculating=0.5129803193277311,waiting=7.520977352941177,mainthread=0.13701363025210084,gets=0,sets=119
time=3.371885897,thread=18,resp_time=12.724666732758621,throughput=38.64268742357911,queue_time=4.02126175,queue_size=0,calculating=0.24964419827586207,waiting=8.391694163793105,mainthread=0.062066620689655176,gets=0,sets=116
time=3.384182291,thread=19,resp_time=12.954004576576578,throughput=36.977054344976565,queue_time=4.510399657657658,queue_size=40,calculating=0.5955956486486487,waiting=7.715753711711711,mainthread=0.13225555855855856,gets=0,sets=111
time=3.384370497,thread=20,resp_time=13.563461174603175,throughput=41.973953580784205,queue_time=5.287805293650794,queue_size=41,calculating=0.4264700238095238,waiting=7.7511485873015875,mainthread=0.09803726984126984,gets=0,sets=126
time=3.384532602,thread=21,resp_time=12.366149480392156,throughput=33.978914803491975,queue_time=3.92312287254902,queue_size=43,calculating=0.7904665098039215,waiting=7.5090574803921575,mainthread=0.14350261764705882,gets=0,sets=102
time=3.384668907,thread=22,resp_time=13.914024663551402,throughput=35.64454788209452,queue_time=4.70156385046729,queue_size=43,calculating=0.35077855140186914,waiting=8.795347392523365,mainthread=0.0663348691588785,gets=0,sets=107
time=3.384861713,thread=23,resp_time=12.742482539130435,throughput=38.3095608078586,queue_time=4.80063484347826,queue_size=42,calculating=0.2991104347826087,waiting=7.496147330434782,mainthread=0.1465899304347826,gets=0,sets=115
time=3.385010618,thread=24,resp_time=12.753163183333333,throughput=39.97519388646115,queue_time=4.601563416666667,queue_size=41,calculating=0.5126906,waiting=7.507619133333334,mainthread=0.13129003333333333,gets=0,sets=120
time=3.385146522,thread=25,resp_time=14.312407675675676,throughput=36.977054344976565,queue_time=4.709142,queue_size=41,calculating=0.4876165495495495,waiting=8.87700718918919,mainthread=0.23864193693693692,gets=0,sets=111
