time=3.324901355,thread=0,resp_time=50.98038408888889,throughput=14.991640596239762,queue_time=17.849943933333332,queue_size=32,calculating=0.05041364444444444,waiting=32.80032255555555,mainthread=0.27970395555555555,gets=45,sets=0
time=3.327574271,thread=1,resp_time=47.95679536,throughput=16.657378440266402,queue_time=16.5115782,queue_size=32,calculating=0.03332422,waiting=31.34373458,mainthread=0.06815836,gets=50,sets=0
time=3.327676471,thread=2,resp_time=51.23657307142857,throughput=13.992197889823776,queue_time=14.312022214285715,queue_size=32,calculating=0.04055964285714286,waiting=36.83033142857143,mainthread=0.053659785714285715,gets=42,sets=0
time=3.327783472,thread=3,resp_time=45.593043270833334,throughput=15.991083302655746,queue_time=14.267504291666667,queue_size=32,calculating=0.042935625,waiting=31.102112770833333,mainthread=0.18049058333333334,gets=48,sets=0
time=3.327885872,thread=4,resp_time=57.526799,throughput=12.659607614602464,queue_time=15.40674057894737,queue_size=32,calculating=0.5822665,waiting=41.48792331578947,mainthread=0.049868605263157895,gets=38,sets=0
time=3.328010673,thread=5,resp_time=49.1119736875,throughput=15.991083302655746,queue_time=16.575990333333333,queue_size=32,calculating=0.043121125,waiting=32.20988358333333,mainthread=0.2829786458333333,gets=48,sets=0
time=3.328146974,thread=6,resp_time=61.80673616216216,throughput=12.326460045797138,queue_time=18.927016054054054,queue_size=32,calculating=0.03200821621621622,waiting=42.79673324324324,mainthread=0.05097864864864864,gets=37,sets=0
time=3.328340875,thread=7,resp_time=49.88006482608695,throughput=15.324788165045089,queue_time=15.174162586956522,queue_size=32,calculating=0.03963719565217391,waiting=34.60458419565217,mainthread=0.06168084782608696,gets=46,sets=0
time=3.328455576,thread=8,resp_time=45.49733242307692,throughput=17.323673577877056,queue_time=15.055005,queue_size=32,calculating=0.052959903846153844,waiting=30.32993253846154,mainthread=0.05943498076923077,gets=52,sets=0
time=3.328557776,thread=9,resp_time=54.19527406976744,throughput=14.325345458629105,queue_time=19.923783279069767,queue_size=32,calculating=0.031753674418604654,waiting=34.183613488372096,mainthread=0.05612362790697674,gets=43,sets=0
time=3.328677877,thread=10,resp_time=55.254037659090905,throughput=14.658493027434433,queue_time=18.882882636363636,queue_size=32,calculating=0.5294757727272728,waiting=35.78627670454545,mainthread=0.055402545454545454,gets=44,sets=0
time=3.328797378,thread=11,resp_time=61.50357628571428,throughput=11.66016490818648,queue_time=16.589965971428573,queue_size=32,calculating=0.03792894285714286,waiting=44.81338391428571,mainthread=0.06229745714285714,gets=35,sets=0
time=3.328905678,thread=12,resp_time=50.105871125,throughput=15.991083302655746,queue_time=17.49362060416667,queue_size=32,calculating=0.033925125,waiting=32.5248459375,mainthread=0.053479458333333334,gets=48,sets=0
time=3.329013679,thread=13,resp_time=44.07880877777777,throughput=17.989968715487713,queue_time=15.619196407407406,queue_size=32,calculating=0.07264664814814814,waiting=28.336087518518518,mainthread=0.0508782037037037,gets=54,sets=0
time=3.329117179,thread=14,resp_time=53.28387872727273,throughput=14.658493027434433,queue_time=17.734312477272727,queue_size=32,calculating=0.04307520454545454,waiting=35.44504984090909,mainthread=0.06144120454545454,gets=44,sets=0
time=3.32921778,thread=15,resp_time=58.272712299999995,throughput=13.325902752213121,queue_time=18.46174285,queue_size=32,calculating=0.041535225,waiting=39.706748925,mainthread=0.0626853,gets=40,sets=0
time=3.32931548,thread=16,resp_time=58.103564666666664,throughput=12.992755183407793,queue_time=18.131895717948716,queue_size=32,calculating=0.030874461538461538,waiting=39.88773512820513,mainthread=0.053059358974358976,gets=39,sets=0
time=3.329433681,thread=17,resp_time=61.3208465625,throughput=10.660722201770497,queue_time=14.8728349375,queue_size=32,calculating=0.04696903125,waiting=46.35144240625,mainthread=0.0496001875,gets=32,sets=0
time=3.329534182,thread=18,resp_time=56.469899524999995,throughput=13.325902752213121,queue_time=16.973821725,queue_size=32,calculating=0.590640875,waiting=38.8487339,mainthread=0.056703025000000004,gets=40,sets=0
time=3.33099379,thread=19,resp_time=56.39024097560976,throughput=13.65905032101845,queue_time=18.56840582926829,queue_size=17,calculating=0.04980758536585366,waiting=37.59573629268292,mainthread=0.1762912682926829,gets=41,sets=0
time=3.331401392,thread=20,resp_time=56.94058784210526,throughput=12.659607614602464,queue_time=14.4070505,queue_size=22,calculating=0.037234447368421054,waiting=42.432791894736845,mainthread=0.063511,gets=38,sets=0
time=3.331515193,thread=21,resp_time=44.43902838461538,throughput=17.323673577877056,queue_time=13.533138692307691,queue_size=24,calculating=0.0380116923076923,waiting=30.712750134615384,mainthread=0.15512786538461537,gets=52,sets=0
time=3.337351326,thread=22,resp_time=56.674867024390245,throughput=13.65905032101845,queue_time=16.93790629268293,queue_size=31,calculating=0.0466879756097561,waiting=39.498737487804874,mainthread=0.19153526829268291,gets=41,sets=0
time=3.337511227,thread=23,resp_time=44.368274763636364,throughput=18.323116284293043,queue_time=14.872984763636364,queue_size=31,calculating=0.04404394545454546,waiting=29.401194854545455,mainthread=0.0500512,gets=55,sets=0
time=3.337610728,thread=24,resp_time=55.715386690476194,throughput=13.992197889823776,queue_time=17.860959,queue_size=31,calculating=0.037531023809523806,waiting=37.7626320952381,mainthread=0.054264571428571426,gets=42,sets=0
time=3.337708628,thread=25,resp_time=55.1966747,throughput=13.325902752213121,queue_time=18.099158225,queue_size=31,calculating=0.029082675,waiting=37.001788424999994,mainthread=0.066645375,gets=40,sets=0
