time=3.327546803,thread=0,resp_time=26.67999507605634,throughput=118.27697195123346,queue_time=21.793191890140847,queue_size=76,calculating=0.02462729014084507,waiting=4.814756084507042,mainthread=0.04741981126760563,gets=355,sets=0
time=3.332426598,thread=1,resp_time=25.85297746949602,throughput=125.60681246652118,queue_time=21.08118255172414,queue_size=79,calculating=0.022045018567639258,waiting=4.679246151193634,mainthread=0.07050374801061009,gets=377,sets=0
time=3.332629202,thread=2,resp_time=26.50369156284153,throughput=121.94189220887732,queue_time=21.69486638251366,queue_size=79,calculating=0.031159901639344262,waiting=4.746647726775956,mainthread=0.031017551912568306,gets=366,sets=0
time=3.332846606,thread=3,resp_time=26.37592224309392,throughput=120.60919393337046,queue_time=21.442009198895025,queue_size=79,calculating=0.02448418232044199,waiting=4.849506729281768,mainthread=0.059922132596685086,gets=362,sets=0
time=3.33304971,thread=4,resp_time=26.04425436458333,throughput=127.93903444865818,queue_time=21.36451043489583,queue_size=79,calculating=0.028877703125,waiting=4.5589333984375,mainthread=0.091932828125,gets=384,sets=0
time=3.333300215,thread=5,resp_time=27.611410245283018,throughput=123.60776505326089,queue_time=22.866391811320756,queue_size=79,calculating=0.04790441239892183,waiting=4.6622292237196765,mainthread=0.034884797843665764,gets=371,sets=0
time=3.333475618,thread=6,resp_time=27.273159979651165,throughput=114.61205169358962,queue_time=22.241617985465115,queue_size=79,calculating=0.05026955813953488,waiting=4.912901066860465,mainthread=0.06837136918604651,gets=344,sets=0
time=3.333696823,thread=7,resp_time=28.632205139465874,throughput=112.27982971145262,queue_time=23.386330994065283,queue_size=79,calculating=0.03714820771513353,waiting=5.145363281899109,mainthread=0.06336265578635016,gets=337,sets=0
time=3.333981328,thread=8,resp_time=28.050670945288754,throughput=109.6144331604389,queue_time=22.761123425531917,queue_size=78,calculating=0.04732008814589665,waiting=5.203229699088146,mainthread=0.038997732522796355,gets=329,sets=0
time=3.334180532,thread=9,resp_time=27.946026247093023,throughput=114.61205169358962,queue_time=22.888404037790696,queue_size=78,calculating=0.01993327034883721,waiting=5.012734078488372,mainthread=0.024954860465116278,gets=344,sets=0
time=3.334380536,thread=10,resp_time=26.822139797752808,throughput=118.61014652011018,queue_time=21.955545188202247,queue_size=78,calculating=0.02468897471910112,waiting=4.817622865168539,mainthread=0.02428276966292135,gets=356,sets=0
time=3.33457994,thread=11,resp_time=28.37935063421829,throughput=112.94617884920605,queue_time=23.173521091445426,queue_size=78,calculating=0.021706029498525074,waiting=5.1594209911504425,mainthread=0.024702522123893806,gets=339,sets=0
time=3.334765443,thread=12,resp_time=27.375529093567252,throughput=113.94570255583619,queue_time=22.30626882748538,queue_size=78,calculating=0.03142170175438597,waiting=5.006194087719298,mainthread=0.03164447660818714,gets=342,sets=0
time=3.334955447,thread=13,resp_time=27.237173902857144,throughput=116.61109910684989,queue_time=22.223872142857143,queue_size=79,calculating=0.02487764285714286,waiting=4.937262568571429,mainthread=0.051161548571428565,gets=350,sets=0
time=3.335501658,thread=14,resp_time=27.346357906976746,throughput=114.61205169358962,queue_time=22.24040424709302,queue_size=80,calculating=0.02090275,waiting=5.060461770348837,mainthread=0.02458913953488372,gets=344,sets=0
time=3.335682161,thread=15,resp_time=28.005796945454545,throughput=109.94760772931562,queue_time=22.69780948181818,queue_size=80,calculating=0.020958336363636365,waiting=5.263039863636363,mainthread=0.02398926363636364,gets=330,sets=0
time=6.336328407,thread=0,resp_time=30.94526155478261,throughput=191.0911949597717,queue_time=25.72292140347826,queue_size=61,calculating=0.016457005217391303,waiting=5.1950330243478255,mainthread=0.010850121739130435,gets=575,sets=0
time=6.336880418,thread=1,resp_time=30.85108121352313,throughput=186.770872291116,queue_time=25.507448645907473,queue_size=61,calculating=0.037642539145907476,waiting=5.294335510676157,mainthread=0.011654517793594306,gets=562,sets=0
time=6.337213724,thread=2,resp_time=31.118014822612086,throughput=170.48657915541372,queue_time=25.265015820662768,queue_size=61,calculating=0.014217990253411306,waiting=5.822028635477583,mainthread=0.016752376218323588,gets=513,sets=0
time=6.337726334,thread=3,resp_time=31.134047814079423,throughput=184.11221218732788,queue_time=25.717945185920577,queue_size=61,calculating=0.014083857400722022,waiting=5.391203933212997,mainthread=0.010814837545126355,gets=554,sets=0
time=6.338053941,thread=4,resp_time=30.83963106133829,throughput=178.79489197975164,queue_time=25.2619198197026,queue_size=61,calculating=0.01568785130111524,waiting=5.550394916356877,mainthread=0.011628473977695166,gets=538,sets=0
time=6.338366247,thread=5,resp_time=31.212252309160306,throughput=174.1422367981224,queue_time=25.479497339694657,queue_size=61,calculating=0.01204906106870229,waiting=5.708676276717558,mainthread=0.012029631679389313,gets=524,sets=0
time=6.338634252,thread=6,resp_time=31.14808900877193,throughput=189.42953239490413,queue_time=25.87975341754386,queue_size=61,calculating=0.013795854385964913,waiting=5.242070736842106,mainthread=0.012469,gets=570,sets=0
time=6.345126778,thread=7,resp_time=31.26082406569343,throughput=182.11821710948678,queue_time=25.75587980109489,queue_size=59,calculating=0.014703576642335767,waiting=5.47750030109489,mainthread=0.012740386861313869,gets=552,sets=0
time=6.345456685,thread=8,resp_time=31.13620782037037,throughput=179.45955700569866,queue_time=25.552961109259257,queue_size=59,calculating=0.012930462962962963,waiting=5.56012957037037,mainthread=0.010186677777777778,gets=540,sets=0
time=6.34574819,thread=9,resp_time=30.787794748663103,throughput=186.43853977814248,queue_time=25.411387889483063,queue_size=60,calculating=0.014347689839572193,waiting=5.345608932263815,mainthread=0.016450237076648843,gets=561,sets=0
